[2025-08-23 22:07:04.951] [OUT] {"outlet":{"OutletKeyService":{"outletid":"1hugdxmjczoe21vm8x6kz0zx82"}}}
[2025-08-23 22:07:05.647] [OUT] {"csb":{"name":"init","token":"85372212-5e58-4988-9df1-668199ec69e5","apptype":"OptaWidgetsV3","version":"3.248.1","referer":"pub.fotmob.com","topReferer":"www.fotmob.com"}}
[2025-08-23 22:07:06.303] [OUT] {"csb":{"name":"subscribe","messagetype":["POEM"],"sendLastData":true,"eventuuid":"cvggphp44uy4gk303v3l76zv8"}}
[2025-08-23 22:07:06.453] [IN] {"csb":{"rc":0,"msg":"Client subscribed"}}
[2025-08-23 22:07:06.454] [POEM] {"data":{"OID":2569052,"UUID":"cvggphp44uy4gk303v3l76zv8","POEM":{"EVID":66,"TS":"2025-08-23T17:36:59.726","TID":86,"PID":1,"M":6,"S":38,"PLID":217245,"PLUUID":"8k5rritl3k05hubghapadgx61","PN":"D. Sinani","TEAMID":680,"TUUID":"85jtaw5dcxxx1yp8te6axh3p8","O":1,"X":43.5,"Y":93.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[]}}}
[2025-08-23 22:07:06.493] [POEM] {"data":{"OID":2569052,"UUID":"cvggphp44uy4gk303v3l76zv8","POEM":{"EVID":69,"TS":"2025-08-23T17:37:06.110","TID":61,"PID":1,"M":6,"S":44,"PLID":60307,"PLUUID":"3k6znit6fd9mbfcnphlwyvj6d","PN":"P. Gro\u00df","TEAMID":157,"TUUID":"dt4pinj0vw0t0cvz7za6mhmzy","O":1,"X":85.8,"Y":36,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Center"]}]}}}
[2025-08-23 22:07:10.313] [POEM] {"data":{"OID":2569052,"UUID":"cvggphp44uy4gk303v3l76zv8","POEM":{"EVID":67,"TS":"2025-08-23T17:37:07.901","TID":1,"PID":1,"M":6,"S":46,"PLID":623673,"PLUUID":"eg5haueyvosx3euq9e0ogdj6y","PN":"L. Oppie","TEAMID":680,"TUUID":"85jtaw5dcxxx1yp8te6axh3p8","O":1,"X":43.1,"Y":93.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":5,"V":["NULL"]},{"I":152,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["38"]},{"I":141,"V":["87.5"]},{"I":212,"V":["6.77362"]},{"I":213,"V":["3.800655"]},{"I":318,"V":["0.00001258"]}]}}}
[2025-08-23 22:07:11.701] [POEM] {"data":{"OID":2569052,"UUID":"cvggphp44uy4gk303v3l76zv8","POEM":{"EVID":68,"TS":"2025-08-23T17:37:09.950","TID":1,"PID":1,"M":6,"S":48,"PLID":124156,"PLUUID":"aw10uq1kb2kgr79s8zbipts5x","PN":"A. D\u017awiga\u0142a","TEAMID":680,"TUUID":"85jtaw5dcxxx1yp8te6axh3p8","O":1,"X":38,"Y":87.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["31"]},{"I":141,"V":["63.6"]},{"I":212,"V":["17.83676"]},{"I":213,"V":["4.287664"]},{"I":318,"V":["0.00001017"]}]}}}
[2025-08-23 22:07:12.512] [POEM] {"data":{"OID":2569052,"UUID":"cvggphp44uy4gk303v3l76zv8","POEM":{"EVID":69,"TS":"2025-08-23T17:37:11.342","TID":1,"PID":1,"M":6,"S":49,"PLID":182410,"PLUUID":"8yiq2pl6mno23dgg2h7p2fcut","PN":"E. Smith","TEAMID":680,"TUUID":"85jtaw5dcxxx1yp8te6axh3p8","O":1,"X":31,"Y":63.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["26.9"]},{"I":141,"V":["40.7"]},{"I":212,"V":["16.15612"]},{"I":213,"V":["4.442668"]},{"I":318,"V":["0.00000597"]}]}}}
[2025-08-23 22:07:14.710] [POEM] {"data":{"OID":2569052,"UUID":"cvggphp44uy4gk303v3l76zv8","POEM":{"EVID":70,"TS":"2025-08-23T17:37:12.254","TID":1,"PID":1,"M":6,"S":50,"PLID":166455,"PLUUID":"effmy99qczj7w9kb28u5y7mqd","PN":"H. Wahl","TEAMID":680,"TUUID":"85jtaw5dcxxx1yp8te6axh3p8","O":1,"X":26.9,"Y":40.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["12.4"]},{"I":141,"V":["58.2"]},{"I":212,"V":["19.32384"]},{"I":213,"V":["2.478167"]},{"I":318,"V":["0.00000108"]}]}}}
[2025-08-23 22:07:17.741] [POEM] {"data":{"OID":2569052,"UUID":"cvggphp44uy4gk303v3l76zv8","POEM":{"EVID":71,"TS":"2025-08-23T17:37:15.918","TID":1,"PID":1,"M":6,"S":54,"PLID":164149,"PLUUID":"6govmi3dn4cxa3m0lyeqc1uj9","PN":"N. Vasilj","TEAMID":680,"TUUID":"85jtaw5dcxxx1yp8te6axh3p8","O":1,"X":11.9,"Y":57.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["28.8"]},{"I":141,"V":["72.3"]},{"I":212,"V":["20.40022"]},{"I":213,"V":["0.5159115"]},{"I":318,"V":["0.00000459"]}]}}}
[2025-08-23 22:07:19.137] [POEM] {"data":{"OID":2569052,"UUID":"cvggphp44uy4gk303v3l76zv8","POEM":{"EVID":72,"TS":"2025-08-23T17:37:17.518","TID":1,"PID":1,"M":6,"S":55,"PLID":494865,"PLUUID":"3v695dpbm6bdgifkyhlie6kbu","PN":"J. Fujita","TEAMID":680,"TUUID":"85jtaw5dcxxx1yp8te6axh3p8","O":1,"X":28.8,"Y":72.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["37.2"]},{"I":141,"V":["90.6"]},{"I":212,"V":["15.25272"]},{"I":213,"V":["0.9542052"]},{"I":318,"V":["0.00000974"]}]}}}
[2025-08-23 22:07:23.125] [POEM] {"data":{"OID":2569052,"UUID":"cvggphp44uy4gk303v3l76zv8","POEM":{"EVID":73,"TS":"2025-08-23T17:37:18.829","TID":1,"PID":1,"M":6,"S":57,"PLID":623673,"PLUUID":"eg5haueyvosx3euq9e0ogdj6y","PN":"L. Oppie","TEAMID":680,"TUUID":"85jtaw5dcxxx1yp8te6axh3p8","O":1,"X":37.2,"Y":90.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["39.3"]},{"I":141,"V":["81.1"]},{"I":212,"V":["6.825953"]},{"I":213,"V":["5.04132"]},{"I":318,"V":["0.0000153"]}]}}}
[2025-08-23 22:07:24.118] [POEM] {"data":{"OID":2569052,"UUID":"cvggphp44uy4gk303v3l76zv8","POEM":{"EVID":70,"TS":"2025-08-23T17:37:23.741","TID":86,"PID":1,"M":7,"S":2,"PLID":519322,"PLUUID":"dw8cxbn8i288w0rqiemop6qs4","PN":"J. Bellingham","TEAMID":157,"TUUID":"dt4pinj0vw0t0cvz7za6mhmzy","O":1,"X":60.8,"Y":7.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[]}}}
[2025-08-23 22:07:24.515] [POEM] {"data":{"OID":2569052,"UUID":"cvggphp44uy4gk303v3l76zv8","POEM":{"EVID":74,"TS":"2025-08-23T17:37:22.750","TID":1,"PID":1,"M":7,"S":1,"PLID":217245,"PLUUID":"8k5rritl3k05hubghapadgx61","PN":"D. Sinani","TEAMID":680,"TUUID":"85jtaw5dcxxx1yp8te6axh3p8","O":1,"X":39.3,"Y":81.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["34.9"]},{"I":141,"V":["89.3"]},{"I":212,"V":["7.241283"]},{"I":213,"V":["2.262706"]},{"I":318,"V":["0.00000829"]}]}}}
[2025-08-23 22:07:25.789] [POEM] {"data":{"OID":2569052,"UUID":"cvggphp44uy4gk303v3l76zv8","POEM":{"EVID":75,"TS":"2025-08-23T17:37:24.574","TID":1,"PID":1,"M":7,"S":2,"PLID":623673,"PLUUID":"eg5haueyvosx3euq9e0ogdj6y","PN":"L. Oppie","TEAMID":680,"TUUID":"85jtaw5dcxxx1yp8te6axh3p8","O":0,"X":34.9,"Y":89.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["42.5"]},{"I":141,"V":["90.2"]},{"I":212,"V":["8.003433"]},{"I":213,"V":["0.0765419"]}]}}}
