[2025-08-16 19:11:08.959] [OUT] {"outlet":{"OutletKeyService":{"outletid":"1hugdxmjczoe21vm8x6kz0zx82"}}}
[2025-08-16 19:11:09.714] [OUT] {"csb":{"name":"init","token":"85372212-5e58-4988-9df1-668199ec69e5","apptype":"OptaWidgetsV3","version":"3.248.1","referer":"pub.fotmob.com","topReferer":"www.fotmob.com"}}
[2025-08-16 19:11:10.470] [OUT] {"csb":{"name":"subscribe","messagetype":["POEM"],"sendLastData":true,"eventuuid":"10jpwd1x2paywtbfatjev182c"}}
[2025-08-16 19:11:10.721] [IN] {"csb":{"rc":0,"msg":"Client subscribed"}}
[2025-08-16 19:11:10.722] [POEM] {"data":{"OID":2561897,"UUID":"10jpwd1x2paywtbfatjev182c","POEM":{"EVID":2,"TS":"2025-08-16T13:55:12.516","TID":34,"PID":16,"M":0,"S":0,"PLID":0,"PLUUID":"8olcspz77lmot7806ciqcr14a","PN":"J. Scheuermann","TEAMID":36,"TUUID":"e5p0ehyguld7egzhiedpdnc3w","O":1,"X":50,"Y":50,"STAT":{"CPID":15,"SC":"0:0"},"RTL":-1,"Q":[{"I":30,"V":["489639, 467779, 465730, 509416, 469142, 83299, 592031, 535301, 463067, 219249, 451340, 49262, 513433, 50175, 15157, 204120, 231416, 514254, 111478, 550090"]},{"I":44,"V":["1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5"]},{"I":59,"V":["1, 27, 29, 26, 6, 5, 11, 17, 10, 33, 22, 23, 8, 18, 20, 21, 24, 25, 34, 42"]},{"I":130,"V":["8"]},{"I":131,"V":["1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0"]},{"I":194,"V":["83299"]},{"I":197,"V":["4955"]},{"I":227,"V":["0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"]}]}}}
[2025-08-16 19:31:01.680] [POEM] {"data":{"OID":2561897,"UUID":"10jpwd1x2paywtbfatjev182c","POEM":{"EVID":3,"TS":"2025-08-16T15:01:01.704","TID":32,"PID":1,"M":0,"S":0,"PLID":0,"PLUUID":"a9sirirqi3ulnzem9jemwns44","PN":"Gon\u00e7alo Pedro","TEAMID":54,"TUUID":"hzqh7z0mdl3v7gwete66syxp","O":0,"X":100,"Y":100,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":127,"V":["Right to Left"]}]}}}
[2025-08-16 19:31:03.660] [POEM] {"data":{"OID":2561897,"UUID":"10jpwd1x2paywtbfatjev182c","POEM":{"EVID":3,"TS":"2025-08-16T15:01:01.704","TID":32,"PID":1,"M":0,"S":0,"PLID":0,"PLUUID":"8olcspz77lmot7806ciqcr14a","PN":"J. Scheuermann","TEAMID":36,"TUUID":"e5p0ehyguld7egzhiedpdnc3w","O":0,"X":0,"Y":0,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":127,"V":["Left to Right"]}]}}}
[2025-08-16 19:31:07.290] [POEM] {"data":{"OID":2561897,"UUID":"10jpwd1x2paywtbfatjev182c","POEM":{"EVID":4,"TS":"2025-08-16T15:01:01.705","TID":1,"PID":1,"M":0,"S":0,"PLID":212314,"PLUUID":"cdrzpuj49ploquvdolgh5c3bp","PN":"S. Luki\u0107","TEAMID":54,"TUUID":"hzqh7z0mdl3v7gwete66syxp","O":1,"X":50,"Y":50,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["35.7"]},{"I":141,"V":["48.1"]},{"I":212,"V":["15.07048"]},{"I":213,"V":["3.227428"]},{"I":279,"V":["S"]},{"I":318,"V":["0.00001861"]}]}}}
[2025-08-16 19:31:08.335] [POEM] {"data":{"OID":2561897,"UUID":"10jpwd1x2paywtbfatjev182c","POEM":{"EVID":5,"TS":"2025-08-16T15:01:07.562","TID":1,"PID":1,"M":0,"S":5,"PLID":207189,"PLUUID":"6k66e9gxbu8s7zoxb7mrtwcmh","PN":"S. Berge","TEAMID":54,"TUUID":"hzqh7z0mdl3v7gwete66syxp","O":1,"X":35.7,"Y":48.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["47.0"]},{"I":141,"V":["44.5"]},{"I":212,"V":["12.11491"]},{"I":213,"V":["6.079719"]},{"I":318,"V":["0.00004927"]}]}}}
[2025-08-16 19:31:08.867] [POEM] {"data":{"OID":2561897,"UUID":"10jpwd1x2paywtbfatjev182c","POEM":{"EVID":6,"TS":"2025-08-16T15:01:08.585","TID":1,"PID":1,"M":0,"S":6,"PLID":212314,"PLUUID":"cdrzpuj49ploquvdolgh5c3bp","PN":"S. Luki\u0107","TEAMID":54,"TUUID":"hzqh7z0mdl3v7gwete66syxp","O":1,"X":47,"Y":44.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["37.4"]},{"I":141,"V":["46.3"]},{"I":212,"V":["10.15404"]},{"I":213,"V":["3.020756"]},{"I":318,"V":["0.0000193"]}]}}}
[2025-08-16 19:31:10.683] [POEM] {"data":{"OID":2561897,"UUID":"10jpwd1x2paywtbfatjev182c","POEM":{"EVID":7,"TS":"2025-08-16T15:01:09.153","TID":1,"PID":1,"M":0,"S":7,"PLID":207189,"PLUUID":"6k66e9gxbu8s7zoxb7mrtwcmh","PN":"S. Berge","TEAMID":54,"TUUID":"hzqh7z0mdl3v7gwete66syxp","O":1,"X":36.9,"Y":46.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["34.0"]},{"I":141,"V":["20.6"]},{"I":212,"V":["17.60533"]},{"I":213,"V":["4.538556"]},{"I":318,"V":["0.00000828"]}]}}}
[2025-08-16 19:31:12.099] [POEM] {"data":{"OID":2561897,"UUID":"10jpwd1x2paywtbfatjev182c","POEM":{"EVID":8,"TS":"2025-08-16T15:01:10.913","TID":1,"PID":1,"M":0,"S":9,"PLID":167074,"PLUUID":"2qy2d8xkwkbeyw5v8ljlzb845","PN":"K. Tete","TEAMID":54,"TUUID":"hzqh7z0mdl3v7gwete66syxp","O":1,"X":30.5,"Y":24.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["12.9"]},{"I":141,"V":["51.8"]},{"I":212,"V":["26.19413"]},{"I":213,"V":["2.353927"]},{"I":318,"V":["0.00000095"]}]}}}
[2025-08-16 19:31:16.722] [POEM] {"data":{"OID":2561897,"UUID":"10jpwd1x2paywtbfatjev182c","POEM":{"EVID":9,"TS":"2025-08-16T15:01:12.449","TID":1,"PID":1,"M":0,"S":10,"PLID":80201,"PLUUID":"2f79rc4i712sxstahjkq6pxp1","PN":"B. Leno","TEAMID":54,"TUUID":"hzqh7z0mdl3v7gwete66syxp","O":1,"X":12.8,"Y":54,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["18.8"]},{"I":141,"V":["81.2"]},{"I":212,"V":["19.5395"]},{"I":213,"V":["1.242507"]},{"I":318,"V":["0.00000087"]}]}}}
